keyTime,datetime,dayTime,dayWeekTime,dayWeekAbbrevTime,dayWeekCompleteTime,monthTime,monthAbbrevTime,monthCompleteTime,bimonthTime,quarterTime,semesterTime,yearTime
4236,2006-02-03,3,6,SAB,SABADO,2,FEV,FEVEREIRO,1,1,1,2006
4237,2006-02-04,4,7,DOM,DOMINGO,2,FEV,FEVEREIRO,1,1,1,2006
4238,2006-02-05,5,1,SEG,SEGUNDA,2,FEV,FEVEREIRO,1,1,1,2006
4239,2006-02-06,6,2,TER,TERCA,2,FEV,FEVEREIRO,1,1,1,2006
4240,2006-02-07,7,3,QUA,QUARTA,2,FEV,FEVEREIRO,1,1,1,2006
4241,2006-02-08,8,4,QUI,QUINTA,2,FEV,FEVEREIRO,1,1,1,2006
4242,2006-02-09,9,5,SEX,SEXTA,2,FEV,FEVEREIRO,1,1,1,2006
4243,2006-02-10,10,6,SAB,SABADO,2,FEV,FEVEREIRO,1,1,1,2006
4244,2006-02-11,11,7,DOM,DOMINGO,2,FEV,FEVEREIRO,1,1,1,2006
4245,2006-02-12,12,1,SEG,SEGUNDA,2,FEV,FEVEREIRO,1,1,1,2006
4246,2006-02-13,13,2,TER,TERCA,2,FEV,FEVEREIRO,1,1,1,2006
4247,2006-02-14,14,3,QUA,QUARTA,2,FEV,FEVEREIRO,1,1,1,2006
4248,2006-02-15,15,4,QUI,QUINTA,2,FEV,FEVEREIRO,1,1,1,2006
4249,2006-02-16,16,5,SEX,SEXTA,2,FEV,FEVEREIRO,1,1,1,2006
4250,2006-02-17,17,6,SAB,SABADO,2,FEV,FEVEREIRO,1,1,1,2006
4251,2006-02-18,18,7,DOM,DOMINGO,2,FEV,FEVEREIRO,1,1,1,2006
4252,2006-02-19,19,1,SEG,SEGUNDA,2,FEV,FEVEREIRO,1,1,1,2006
4253,2006-02-20,20,2,TER,TERCA,2,FEV,FEVEREIRO,1,1,1,2006
4254,2006-02-21,21,3,QUA,QUARTA,2,FEV,FEVEREIRO,1,1,1,2006
4255,2006-02-22,22,4,QUI,QUINTA,2,FEV,FEVEREIRO,1,1,1,2006
4256,2006-02-23,23,5,SEX,SEXTA,2,FEV,FEVEREIRO,1,1,1,2006
4257,2006-02-24,24,6,SAB,SABADO,2,FEV,FEVEREIRO,1,1,1,2006
4258,2006-02-25,25,7,DOM,DOMINGO,2,FEV,FEVEREIRO,1,1,1,2006
4259,2006-02-26,26,1,SEG,SEGUNDA,2,FEV,FEVEREIRO,1,1,1,2006
4260,2006-02-27,27,2,TER,TERCA,2,FEV,FEVEREIRO,1,1,1,2006
4261,2006-02-28,28,3,QUA,QUARTA,2,FEV,FEVEREIRO,1,1,1,2006
4262,2006-03-01,1,4,QUI,QUINTA,3,MAR,MARCO,2,1,1,2006
4263,2006-03-02,2,5,SEX,SEXTA,3,MAR,MARCO,2,1,1,2006
4264,2006-03-03,3,6,SAB,SABADO,3,MAR,MARCO,2,1,1,2006
4265,2006-03-04,4,7,DOM,DOMINGO,3,MAR,MARCO,2,1,1,2006
4266,2006-03-05,5,1,SEG,SEGUNDA,3,MAR,MARCO,2,1,1,2006
4267,2006-03-06,6,2,TER,TERCA,3,MAR,MARCO,2,1,1,2006
4268,2006-03-07,7,3,QUA,QUARTA,3,MAR,MARCO,2,1,1,2006
4269,2006-03-08,8,4,QUI,QUINTA,3,MAR,MARCO,2,1,1,2006
4270,2006-03-09,9,5,SEX,SEXTA,3,MAR,MARCO,2,1,1,2006
4271,2006-03-10,10,6,SAB,SABADO,3,MAR,MARCO,2,1,1,2006
4272,2006-03-11,11,7,DOM,DOMINGO,3,MAR,MARCO,2,1,1,2006
4273,2006-03-12,12,1,SEG,SEGUNDA,3,MAR,MARCO,2,1,1,2006
4274,2006-03-13,13,2,TER,TERCA,3,MAR,MARCO,2,1,1,2006
4275,2006-03-14,14,3,QUA,QUARTA,3,MAR,MARCO,2,1,1,2006
4276,2006-03-15,15,4,QUI,QUINTA,3,MAR,MARCO,2,1,1,2006
4277,2006-03-16,16,5,SEX,SEXTA,3,MAR,MARCO,2,1,1,2006
4278,2006-03-17,17,6,SAB,SABADO,3,MAR,MARCO,2,1,1,2006
4279,2006-03-18,18,7,DOM,DOMINGO,3,MAR,MARCO,2,1,1,2006
4280,2006-03-19,19,1,SEG,SEGUNDA,3,MAR,MARCO,2,1,1,2006
4281,2006-03-20,20,2,TER,TERCA,3,MAR,MARCO,2,1,1,2006
4282,2006-03-21,21,3,QUA,QUARTA,3,MAR,MARCO,2,1,1,2006
4283,2006-03-22,22,4,QUI,QUINTA,3,MAR,MARCO,2,1,1,2006
4284,2006-03-23,23,5,SEX,SEXTA,3,MAR,MARCO,2,1,1,2006
4285,2006-03-24,24,6,SAB,SABADO,3,MAR,MARCO,2,1,1,2006
4286,2006-03-25,25,7,DOM,DOMINGO,3,MAR,MARCO,2,1,1,2006
4287,2006-03-26,26,1,SEG,SEGUNDA,3,MAR,MARCO,2,1,1,2006
4288,2006-03-27,27,2,TER,TERCA,3,MAR,MARCO,2,1,1,2006
4289,2006-03-28,28,3,QUA,QUARTA,3,MAR,MARCO,2,1,1,2006
4290,2006-03-29,29,4,QUI,QUINTA,3,MAR,MARCO,2,1,1,2006
4291,2006-03-30,30,5,SEX,SEXTA,3,MAR,MARCO,2,1,1,2006
4292,2006-03-31,31,6,SAB,SABADO,3,MAR,MARCO,2,1,1,2006
4293,2006-04-01,1,7,DOM,DOMINGO,4,ABR,ABRIL,2,2,1,2006
4294,2006-04-02,2,1,SEG,SEGUNDA,4,ABR,ABRIL,2,2,1,2006
4295,2006-04-03,3,2,TER,TERCA,4,ABR,ABRIL,2,2,1,2006
4296,2006-04-04,4,3,QUA,QUARTA,4,ABR,ABRIL,2,2,1,2006
4297,2006-04-05,5,4,QUI,QUINTA,4,ABR,ABRIL,2,2,1,2006
4298,2006-04-06,6,5,SEX,SEXTA,4,ABR,ABRIL,2,2,1,2006
4299,2006-04-07,7,6,SAB,SABADO,4,ABR,ABRIL,2,2,1,2006
4300,2006-04-08,8,7,DOM,DOMINGO,4,ABR,ABRIL,2,2,1,2006
4301,2006-04-09,9,1,SEG,SEGUNDA,4,ABR,ABRIL,2,2,1,2006
4302,2006-04-10,10,2,TER,TERCA,4,ABR,ABRIL,2,2,1,2006
4303,2006-04-11,11,3,QUA,QUARTA,4,ABR,ABRIL,2,2,1,2006
4304,2006-04-12,12,4,QUI,QUINTA,4,ABR,ABRIL,2,2,1,2006
4305,2006-04-13,13,5,SEX,SEXTA,4,ABR,ABRIL,2,2,1,2006
4306,2006-04-14,14,6,SAB,SABADO,4,ABR,ABRIL,2,2,1,2006
4307,2006-04-15,15,7,DOM,DOMINGO,4,ABR,ABRIL,2,2,1,2006
4308,2006-04-16,16,1,SEG,SEGUNDA,4,ABR,ABRIL,2,2,1,2006
4309,2006-04-17,17,2,TER,TERCA,4,ABR,ABRIL,2,2,1,2006
4310,2006-04-18,18,3,QUA,QUARTA,4,ABR,ABRIL,2,2,1,2006
4311,2006-04-19,19,4,QUI,QUINTA,4,ABR,ABRIL,2,2,1,2006
4312,2006-04-20,20,5,SEX,SEXTA,4,ABR,ABRIL,2,2,1,2006
4313,2006-04-21,21,6,SAB,SABADO,4,ABR,ABRIL,2,2,1,2006
4314,2006-04-22,22,7,DOM,DOMINGO,4,ABR,ABRIL,2,2,1,2006
4315,2006-04-23,23,1,SEG,SEGUNDA,4,ABR,ABRIL,2,2,1,2006
4316,2006-04-24,24,2,TER,TERCA,4,ABR,ABRIL,2,2,1,2006
4317,2006-04-25,25,3,QUA,QUARTA,4,ABR,ABRIL,2,2,1,2006
4318,2006-04-26,26,4,QUI,QUINTA,4,ABR,ABRIL,2,2,1,2006
4319,2006-04-27,27,5,SEX,SEXTA,4,ABR,ABRIL,2,2,1,2006
4320,2006-04-28,28,6,SAB,SABADO,4,ABR,ABRIL,2,2,1,2006
4321,2006-04-29,29,7,DOM,DOMINGO,4,ABR,ABRIL,2,2,1,2006
4322,2006-04-30,30,1,SEG,SEGUNDA,4,ABR,ABRIL,2,2,1,2006
4323,2006-05-01,1,2,TER,TERCA,5,MAI,MAIO,3,2,1,2006
4324,2006-05-02,2,3,QUA,QUARTA,5,MAI,MAIO,3,2,1,2006
4325,2006-05-03,3,4,QUI,QUINTA,5,MAI,MAIO,3,2,1,2006
4326,2006-05-04,4,5,SEX,SEXTA,5,MAI,MAIO,3,2,1,2006
4327,2006-05-05,5,6,SAB,SABADO,5,MAI,MAIO,3,2,1,2006
4328,2006-05-06,6,7,DOM,DOMINGO,5,MAI,MAIO,3,2,1,2006
4329,2006-05-07,7,1,SEG,SEGUNDA,5,MAI,MAIO,3,2,1,2006
4330,2006-05-08,8,2,TER,TERCA,5,MAI,MAIO,3,2,1,2006
4331,2006-05-09,9,3,QUA,QUARTA,5,MAI,MAIO,3,2,1,2006
4332,2006-05-10,10,4,QUI,QUINTA,5,MAI,MAIO,3,2,1,2006
4333,2006-05-11,11,5,SEX,SEXTA,5,MAI,MAIO,3,2,1,2006
4334,2006-05-12,12,6,SAB,SABADO,5,MAI,MAIO,3,2,1,2006
4335,2006-05-13,13,7,DOM,DOMINGO,5,MAI,MAIO,3,2,1,2006
4336,2006-05-14,14,1,SEG,SEGUNDA,5,MAI,MAIO,3,2,1,2006
4337,2006-05-15,15,2,TER,TERCA,5,MAI,MAIO,3,2,1,2006
4338,2006-05-16,16,3,QUA,QUARTA,5,MAI,MAIO,3,2,1,2006
4339,2006-05-17,17,4,QUI,QUINTA,5,MAI,MAIO,3,2,1,2006
4340,2006-05-18,18,5,SEX,SEXTA,5,MAI,MAIO,3,2,1,2006
4341,2006-05-19,19,6,SAB,SABADO,5,MAI,MAIO,3,2,1,2006
4342,2006-05-20,20,7,DOM,DOMINGO,5,MAI,MAIO,3,2,1,2006
4343,2006-05-21,21,1,SEG,SEGUNDA,5,MAI,MAIO,3,2,1,2006
4344,2006-05-22,22,2,TER,TERCA,5,MAI,MAIO,3,2,1,2006
4345,2006-05-23,23,3,QUA,QUARTA,5,MAI,MAIO,3,2,1,2006
4346,2006-05-24,24,4,QUI,QUINTA,5,MAI,MAIO,3,2,1,2006
4347,2006-05-25,25,5,SEX,SEXTA,5,MAI,MAIO,3,2,1,2006
4348,2006-05-26,26,6,SAB,SABADO,5,MAI,MAIO,3,2,1,2006
4349,2006-05-27,27,7,DOM,DOMINGO,5,MAI,MAIO,3,2,1,2006
4350,2006-05-28,28,1,SEG,SEGUNDA,5,MAI,MAIO,3,2,1,2006
4351,2006-05-29,29,2,TER,TERCA,5,MAI,MAIO,3,2,1,2006
4352,2006-05-30,30,3,QUA,QUARTA,5,MAI,MAIO,3,2,1,2006
4353,2006-05-31,31,4,QUI,QUINTA,5,MAI,MAIO,3,2,1,2006
4354,2006-06-01,1,5,SEX,SEXTA,6,JUN,JUNHO,3,2,1,2006
4355,2006-06-02,2,6,SAB,SABADO,6,JUN,JUNHO,3,2,1,2006
4356,2006-06-03,3,7,DOM,DOMINGO,6,JUN,JUNHO,3,2,1,2006
4357,2006-06-04,4,1,SEG,SEGUNDA,6,JUN,JUNHO,3,2,1,2006
4358,2006-06-05,5,2,TER,TERCA,6,JUN,JUNHO,3,2,1,2006
4359,2006-06-06,6,3,QUA,QUARTA,6,JUN,JUNHO,3,2,1,2006
4360,2006-06-07,7,4,QUI,QUINTA,6,JUN,JUNHO,3,2,1,2006
4361,2006-06-08,8,5,SEX,SEXTA,6,JUN,JUNHO,3,2,1,2006
4362,2006-06-09,9,6,SAB,SABADO,6,JUN,JUNHO,3,2,1,2006
4363,2006-06-10,10,7,DOM,DOMINGO,6,JUN,JUNHO,3,2,1,2006
4364,2006-06-11,11,1,SEG,SEGUNDA,6,JUN,JUNHO,3,2,1,2006
4365,2006-06-12,12,2,TER,TERCA,6,JUN,JUNHO,3,2,1,2006
4366,2006-06-13,13,3,QUA,QUARTA,6,JUN,JUNHO,3,2,1,2006
4367,2006-06-14,14,4,QUI,QUINTA,6,JUN,JUNHO,3,2,1,2006
4368,2006-06-15,15,5,SEX,SEXTA,6,JUN,JUNHO,3,2,1,2006
4369,2006-06-16,16,6,SAB,SABADO,6,JUN,JUNHO,3,2,1,2006
4370,2006-06-17,17,7,DOM,DOMINGO,6,JUN,JUNHO,3,2,1,2006
4371,2006-06-18,18,1,SEG,SEGUNDA,6,JUN,JUNHO,3,2,1,2006
4372,2006-06-19,19,2,TER,TERCA,6,JUN,JUNHO,3,2,1,2006
4373,2006-06-20,20,3,QUA,QUARTA,6,JUN,JUNHO,3,2,1,2006
4374,2006-06-21,21,4,QUI,QUINTA,6,JUN,JUNHO,3,2,1,2006
4375,2006-06-22,22,5,SEX,SEXTA,6,JUN,JUNHO,3,2,1,2006
4376,2006-06-23,23,6,SAB,SABADO,6,JUN,JUNHO,3,2,1,2006
4377,2006-06-24,24,7,DOM,DOMINGO,6,JUN,JUNHO,3,2,1,2006
4378,2006-06-25,25,1,SEG,SEGUNDA,6,JUN,JUNHO,3,2,1,2006
4379,2006-06-26,26,2,TER,TERCA,6,JUN,JUNHO,3,2,1,2006
4380,2006-06-27,27,3,QUA,QUARTA,6,JUN,JUNHO,3,2,1,2006
4381,2006-06-28,28,4,QUI,QUINTA,6,JUN,JUNHO,3,2,1,2006
4382,2006-06-29,29,5,SEX,SEXTA,6,JUN,JUNHO,3,2,1,2006
4383,2006-06-30,30,6,SAB,SABADO,6,JUN,JUNHO,3,2,1,2006
4384,2006-07-01,1,7,DOM,DOMINGO,7,JUL,JULHO,4,3,2,2006
4385,2006-07-02,2,1,SEG,SEGUNDA,7,JUL,JULHO,4,3,2,2006
4386,2006-07-03,3,2,TER,TERCA,7,JUL,JULHO,4,3,2,2006
4387,2006-07-04,4,3,QUA,QUARTA,7,JUL,JULHO,4,3,2,2006
4388,2006-07-05,5,4,QUI,QUINTA,7,JUL,JULHO,4,3,2,2006
4389,2006-07-06,6,5,SEX,SEXTA,7,JUL,JULHO,4,3,2,2006
4390,2006-07-07,7,6,SAB,SABADO,7,JUL,JULHO,4,3,2,2006
4391,2006-07-08,8,7,DOM,DOMINGO,7,JUL,JULHO,4,3,2,2006
4392,2006-07-09,9,1,SEG,SEGUNDA,7,JUL,JULHO,4,3,2,2006
4393,2006-07-10,10,2,TER,TERCA,7,JUL,JULHO,4,3,2,2006
4394,2006-07-11,11,3,QUA,QUARTA,7,JUL,JULHO,4,3,2,2006
4395,2006-07-12,12,4,QUI,QUINTA,7,JUL,JULHO,4,3,2,2006
4396,2006-07-13,13,5,SEX,SEXTA,7,JUL,JULHO,4,3,2,2006
4397,2006-07-14,14,6,SAB,SABADO,7,JUL,JULHO,4,3,2,2006
4398,2006-07-15,15,7,DOM,DOMINGO,7,JUL,JULHO,4,3,2,2006
4399,2006-07-16,16,1,SEG,SEGUNDA,7,JUL,JULHO,4,3,2,2006
4400,2006-07-17,17,2,TER,TERCA,7,JUL,JULHO,4,3,2,2006
4401,2006-07-18,18,3,QUA,QUARTA,7,JUL,JULHO,4,3,2,2006
4402,2006-07-19,19,4,QUI,QUINTA,7,JUL,JULHO,4,3,2,2006
4403,2006-07-20,20,5,SEX,SEXTA,7,JUL,JULHO,4,3,2,2006
4404,2006-07-21,21,6,SAB,SABADO,7,JUL,JULHO,4,3,2,2006
4405,2006-07-22,22,7,DOM,DOMINGO,7,JUL,JULHO,4,3,2,2006
4406,2006-07-23,23,1,SEG,SEGUNDA,7,JUL,JULHO,4,3,2,2006
4407,2006-07-24,24,2,TER,TERCA,7,JUL,JULHO,4,3,2,2006
4408,2006-07-25,25,3,QUA,QUARTA,7,JUL,JULHO,4,3,2,2006
4409,2006-07-26,26,4,QUI,QUINTA,7,JUL,JULHO,4,3,2,2006
4410,2006-07-27,27,5,SEX,SEXTA,7,JUL,JULHO,4,3,2,2006
4411,2006-07-28,28,6,SAB,SABADO,7,JUL,JULHO,4,3,2,2006
4412,2006-07-29,29,7,DOM,DOMINGO,7,JUL,JULHO,4,3,2,2006
4413,2006-07-30,30,1,SEG,SEGUNDA,7,JUL,JULHO,4,3,2,2006
4414,2006-07-31,31,2,TER,TERCA,7,JUL,JULHO,4,3,2,2006
4415,2006-08-01,1,3,QUA,QUARTA,8,AGO,AGOSTO,4,3,2,2006
4416,2006-08-02,2,4,QUI,QUINTA,8,AGO,AGOSTO,4,3,2,2006
4417,2006-08-03,3,5,SEX,SEXTA,8,AGO,AGOSTO,4,3,2,2006
4418,2006-08-04,4,6,SAB,SABADO,8,AGO,AGOSTO,4,3,2,2006
4419,2006-08-05,5,7,DOM,DOMINGO,8,AGO,AGOSTO,4,3,2,2006
4420,2006-08-06,6,1,SEG,SEGUNDA,8,AGO,AGOSTO,4,3,2,2006
4421,2006-08-07,7,2,TER,TERCA,8,AGO,AGOSTO,4,3,2,2006
4422,2006-08-08,8,3,QUA,QUARTA,8,AGO,AGOSTO,4,3,2,2006
4423,2006-08-09,9,4,QUI,QUINTA,8,AGO,AGOSTO,4,3,2,2006
4424,2006-08-10,10,5,SEX,SEXTA,8,AGO,AGOSTO,4,3,2,2006
4425,2006-08-11,11,6,SAB,SABADO,8,AGO,AGOSTO,4,3,2,2006
4426,2006-08-12,12,7,DOM,DOMINGO,8,AGO,AGOSTO,4,3,2,2006
4427,2006-08-13,13,1,SEG,SEGUNDA,8,AGO,AGOSTO,4,3,2,2006
4428,2006-08-14,14,2,TER,TERCA,8,AGO,AGOSTO,4,3,2,2006
4429,2006-08-15,15,3,QUA,QUARTA,8,AGO,AGOSTO,4,3,2,2006
4430,2006-08-16,16,4,QUI,QUINTA,8,AGO,AGOSTO,4,3,2,2006
4431,2006-08-17,17,5,SEX,SEXTA,8,AGO,AGOSTO,4,3,2,2006
4432,2006-08-18,18,6,SAB,SABADO,8,AGO,AGOSTO,4,3,2,2006
4433,2006-08-19,19,7,DOM,DOMINGO,8,AGO,AGOSTO,4,3,2,2006
4434,2006-08-20,20,1,SEG,SEGUNDA,8,AGO,AGOSTO,4,3,2,2006
4435,2006-08-21,21,2,TER,TERCA,8,AGO,AGOSTO,4,3,2,2006
4436,2006-08-22,22,3,QUA,QUARTA,8,AGO,AGOSTO,4,3,2,2006
4437,2006-08-23,23,4,QUI,QUINTA,8,AGO,AGOSTO,4,3,2,2006
4438,2006-08-24,24,5,SEX,SEXTA,8,AGO,AGOSTO,4,3,2,2006
4439,2006-08-25,25,6,SAB,SABADO,8,AGO,AGOSTO,4,3,2,2006
4440,2006-08-26,26,7,DOM,DOMINGO,8,AGO,AGOSTO,4,3,2,2006
4441,2006-08-27,27,1,SEG,SEGUNDA,8,AGO,AGOSTO,4,3,2,2006
4442,2006-08-28,28,2,TER,TERCA,8,AGO,AGOSTO,4,3,2,2006
4443,2006-08-29,29,3,QUA,QUARTA,8,AGO,AGOSTO,4,3,2,2006
4444,2006-08-30,30,4,QUI,QUINTA,8,AGO,AGOSTO,4,3,2,2006
4445,2006-08-31,31,5,SEX,SEXTA,8,AGO,AGOSTO,4,3,2,2006
4446,2006-09-01,1,6,SAB,SABADO,9,SET,SETEMBRO,5,3,2,2006
4447,2006-09-02,2,7,DOM,DOMINGO,9,SET,SETEMBRO,5,3,2,2006
4448,2006-09-03,3,1,SEG,SEGUNDA,9,SET,SETEMBRO,5,3,2,2006
4449,2006-09-04,4,2,TER,TERCA,9,SET,SETEMBRO,5,3,2,2006
4450,2006-09-05,5,3,QUA,QUARTA,9,SET,SETEMBRO,5,3,2,2006
4451,2006-09-06,6,4,QUI,QUINTA,9,SET,SETEMBRO,5,3,2,2006
4452,2006-09-07,7,5,SEX,SEXTA,9,SET,SETEMBRO,5,3,2,2006
4453,2006-09-08,8,6,SAB,SABADO,9,SET,SETEMBRO,5,3,2,2006
4454,2006-09-09,9,7,DOM,DOMINGO,9,SET,SETEMBRO,5,3,2,2006
4455,2006-09-10,10,1,SEG,SEGUNDA,9,SET,SETEMBRO,5,3,2,2006
4456,2006-09-11,11,2,TER,TERCA,9,SET,SETEMBRO,5,3,2,2006
4457,2006-09-12,12,3,QUA,QUARTA,9,SET,SETEMBRO,5,3,2,2006
4458,2006-09-13,13,4,QUI,QUINTA,9,SET,SETEMBRO,5,3,2,2006
4459,2006-09-14,14,5,SEX,SEXTA,9,SET,SETEMBRO,5,3,2,2006
4460,2006-09-15,15,6,SAB,SABADO,9,SET,SETEMBRO,5,3,2,2006
4461,2006-09-16,16,7,DOM,DOMINGO,9,SET,SETEMBRO,5,3,2,2006
4462,2006-09-17,17,1,SEG,SEGUNDA,9,SET,SETEMBRO,5,3,2,2006
4463,2006-09-18,18,2,TER,TERCA,9,SET,SETEMBRO,5,3,2,2006
4464,2006-09-19,19,3,QUA,QUARTA,9,SET,SETEMBRO,5,3,2,2006
4465,2006-09-20,20,4,QUI,QUINTA,9,SET,SETEMBRO,5,3,2,2006
4466,2006-09-21,21,5,SEX,SEXTA,9,SET,SETEMBRO,5,3,2,2006
4467,2006-09-22,22,6,SAB,SABADO,9,SET,SETEMBRO,5,3,2,2006
4468,2006-09-23,23,7,DOM,DOMINGO,9,SET,SETEMBRO,5,3,2,2006
4469,2006-09-24,24,1,SEG,SEGUNDA,9,SET,SETEMBRO,5,3,2,2006
4470,2006-09-25,25,2,TER,TERCA,9,SET,SETEMBRO,5,3,2,2006
4471,2006-09-26,26,3,QUA,QUARTA,9,SET,SETEMBRO,5,3,2,2006
4472,2006-09-27,27,4,QUI,QUINTA,9,SET,SETEMBRO,5,3,2,2006
4473,2006-09-28,28,5,SEX,SEXTA,9,SET,SETEMBRO,5,3,2,2006
4474,2006-09-29,29,6,SAB,SABADO,9,SET,SETEMBRO,5,3,2,2006
4475,2006-09-30,30,7,DOM,DOMINGO,9,SET,SETEMBRO,5,3,2,2006
4476,2006-10-01,1,1,SEG,SEGUNDA,10,OUT,OUTUBRO,5,4,2,2006
4477,2006-10-02,2,2,TER,TERCA,10,OUT,OUTUBRO,5,4,2,2006
4478,2006-10-03,3,3,QUA,QUARTA,10,OUT,OUTUBRO,5,4,2,2006
4479,2006-10-04,4,4,QUI,QUINTA,10,OUT,OUTUBRO,5,4,2,2006
4480,2006-10-05,5,5,SEX,SEXTA,10,OUT,OUTUBRO,5,4,2,2006
4481,2006-10-06,6,6,SAB,SABADO,10,OUT,OUTUBRO,5,4,2,2006
4482,2006-10-07,7,7,DOM,DOMINGO,10,OUT,OUTUBRO,5,4,2,2006
4483,2006-10-08,8,1,SEG,SEGUNDA,10,OUT,OUTUBRO,5,4,2,2006
4484,2006-10-09,9,2,TER,TERCA,10,OUT,OUTUBRO,5,4,2,2006
4485,2006-10-10,10,3,QUA,QUARTA,10,OUT,OUTUBRO,5,4,2,2006
4486,2006-10-11,11,4,QUI,QUINTA,10,OUT,OUTUBRO,5,4,2,2006
4487,2006-10-12,12,5,SEX,SEXTA,10,OUT,OUTUBRO,5,4,2,2006
4488,2006-10-13,13,6,SAB,SABADO,10,OUT,OUTUBRO,5,4,2,2006
4489,2006-10-14,14,7,DOM,DOMINGO,10,OUT,OUTUBRO,5,4,2,2006
4490,2006-10-15,15,1,SEG,SEGUNDA,10,OUT,OUTUBRO,5,4,2,2006
4491,2006-10-16,16,2,TER,TERCA,10,OUT,OUTUBRO,5,4,2,2006
4492,2006-10-17,17,3,QUA,QUARTA,10,OUT,OUTUBRO,5,4,2,2006
4493,2006-10-18,18,4,QUI,QUINTA,10,OUT,OUTUBRO,5,4,2,2006
4494,2006-10-19,19,5,SEX,SEXTA,10,OUT,OUTUBRO,5,4,2,2006
4495,2006-10-20,20,6,SAB,SABADO,10,OUT,OUTUBRO,5,4,2,2006
4496,2006-10-21,21,7,DOM,DOMINGO,10,OUT,OUTUBRO,5,4,2,2006
4497,2006-10-22,22,1,SEG,SEGUNDA,10,OUT,OUTUBRO,5,4,2,2006
4498,2006-10-23,23,2,TER,TERCA,10,OUT,OUTUBRO,5,4,2,2006
4499,2006-10-24,24,3,QUA,QUARTA,10,OUT,OUTUBRO,5,4,2,2006
4500,2006-10-25,25,4,QUI,QUINTA,10,OUT,OUTUBRO,5,4,2,2006
4501,2006-10-26,26,5,SEX,SEXTA,10,OUT,OUTUBRO,5,4,2,2006
4502,2006-10-27,27,6,SAB,SABADO,10,OUT,OUTUBRO,5,4,2,2006
4503,2006-10-28,28,7,DOM,DOMINGO,10,OUT,OUTUBRO,5,4,2,2006
4504,2006-10-29,29,1,SEG,SEGUNDA,10,OUT,OUTUBRO,5,4,2,2006
4505,2006-10-30,30,2,TER,TERCA,10,OUT,OUTUBRO,5,4,2,2006
4506,2006-10-31,31,3,QUA,QUARTA,10,OUT,OUTUBRO,5,4,2,2006
4507,2006-11-01,1,4,QUI,QUINTA,11,NOV,NOVEMBRO,6,4,2,2006
4508,2006-11-02,2,5,SEX,SEXTA,11,NOV,NOVEMBRO,6,4,2,2006
4509,2006-11-03,3,6,SAB,SABADO,11,NOV,NOVEMBRO,6,4,2,2006
4510,2006-11-04,4,7,DOM,DOMINGO,11,NOV,NOVEMBRO,6,4,2,2006
4511,2006-11-05,5,1,SEG,SEGUNDA,11,NOV,NOVEMBRO,6,4,2,2006
4512,2006-11-06,6,2,TER,TERCA,11,NOV,NOVEMBRO,6,4,2,2006
4513,2006-11-07,7,3,QUA,QUARTA,11,NOV,NOVEMBRO,6,4,2,2006
4514,2006-11-08,8,4,QUI,QUINTA,11,NOV,NOVEMBRO,6,4,2,2006
4515,2006-11-09,9,5,SEX,SEXTA,11,NOV,NOVEMBRO,6,4,2,2006
4516,2006-11-10,10,6,SAB,SABADO,11,NOV,NOVEMBRO,6,4,2,2006
4517,2006-11-11,11,7,DOM,DOMINGO,11,NOV,NOVEMBRO,6,4,2,2006
4518,2006-11-12,12,1,SEG,SEGUNDA,11,NOV,NOVEMBRO,6,4,2,2006
4519,2006-11-13,13,2,TER,TERCA,11,NOV,NOVEMBRO,6,4,2,2006
4520,2006-11-14,14,3,QUA,QUARTA,11,NOV,NOVEMBRO,6,4,2,2006
4521,2006-11-15,15,4,QUI,QUINTA,11,NOV,NOVEMBRO,6,4,2,2006
4522,2006-11-16,16,5,SEX,SEXTA,11,NOV,NOVEMBRO,6,4,2,2006
4523,2006-11-17,17,6,SAB,SABADO,11,NOV,NOVEMBRO,6,4,2,2006
4524,2006-11-18,18,7,DOM,DOMINGO,11,NOV,NOVEMBRO,6,4,2,2006
4525,2006-11-19,19,1,SEG,SEGUNDA,11,NOV,NOVEMBRO,6,4,2,2006
4526,2006-11-20,20,2,TER,TERCA,11,NOV,NOVEMBRO,6,4,2,2006
4527,2006-11-21,21,3,QUA,QUARTA,11,NOV,NOVEMBRO,6,4,2,2006
4528,2006-11-22,22,4,QUI,QUINTA,11,NOV,NOVEMBRO,6,4,2,2006
4529,2006-11-23,23,5,SEX,SEXTA,11,NOV,NOVEMBRO,6,4,2,2006
4530,2006-11-24,24,6,SAB,SABADO,11,NOV,NOVEMBRO,6,4,2,2006
4531,2006-11-25,25,7,DOM,DOMINGO,11,NOV,NOVEMBRO,6,4,2,2006
4532,2006-11-26,26,1,SEG,SEGUNDA,11,NOV,NOVEMBRO,6,4,2,2006
4533,2006-11-27,27,2,TER,TERCA,11,NOV,NOVEMBRO,6,4,2,2006
4534,2006-11-28,28,3,QUA,QUARTA,11,NOV,NOVEMBRO,6,4,2,2006
4535,2006-11-29,29,4,QUI,QUINTA,11,NOV,NOVEMBRO,6,4,2,2006
4536,2006-11-30,30,5,SEX,SEXTA,11,NOV,NOVEMBRO,6,4,2,2006
4537,2006-12-01,1,6,SAB,SABADO,12,DEZ,DEZEMBRO,6,4,2,2006
4538,2006-12-02,2,7,DOM,DOMINGO,12,DEZ,DEZEMBRO,6,4,2,2006
4539,2006-12-03,3,1,SEG,SEGUNDA,12,DEZ,DEZEMBRO,6,4,2,2006
